,Width,Height,Eye2Box,Roll,Yaw,Pitch
1,94,124,0.8466031035783504,-2.5898513793945312,-2.215972900390625,0.8460311532296967
2,96,123,0.8461215239515956,-2.837860107421875,-0.927490234375,0.8267919151444145
3,92,121,0.8171072039648357,-2.5996932983398438,-2.786712646484375,0.8770051180857266
4,98,118,0.8309599428528017,-2.826812744140625,-1.6855926513671875,0.8557389346590485
5,95,123,0.998310930442298,-1.9957504272460938,0.4846954345703125,0.9664118634676407
6,101,128,0.9293914062603029,-2.302825927734375,0.179046630859375,0.8335164859017864
7,95,126,1.0231584693903462,-1.698822021484375,0.9285888671875,0.9454443419924058
8,113,136,0.8627454901129399,-4.5702056884765625,1.259185791015625,0.7905116974560564
9,95,125,0.8845563726477935,-1.4452285766601562,-3.11724853515625,0.8814049252458147
10,121,130,0.8703007267997577,-4.145423889160156,-0.420379638671875,0.8000277264273187
11,94,125,0.8804404180503437,-1.2335662841796875,-3.162139892578125,0.874074189617711
12,102,120,0.8822709500755148,-2.3182525634765625,-0.8509979248046875,0.9234909643824231
13,94,123,1.032693552366914,-3.2840194702148438,3.0890655517578125,1.0191842160938964
14,123,130,0.9663890857122269,-4.3061370849609375,3.2883453369140625,0.8670646877865129
15,94,125,1.0379961838091105,-2.3992462158203125,1.99310302734375,0.9584700931646891
16,97,122,1.0591429313785092,-2.4234466552734375,1.5572662353515625,0.8167730289273171
17,92,123,0.909880202792888,-1.76678466796875,-0.96331787109375,0.9262763299390963
18,111,129,0.8014158635491012,-4.552459716796875,-1.539947509765625,0.8914250885220774
19,92,123,0.9189945883996071,-1.7354202270507812,-0.7454681396484375,0.924223270836275
20,99,125,0.9092654098881611,-3.2368011474609375,-0.4820556640625,0.8053549119666011
21,93,122,0.8850428843682496,-1.80194091796875,-2.196990966796875,0.9172460521611775
22,98,123,0.8050970599853281,-2.6407394409179688,-3.7114715576171875,0.926414476289777
23,94,123,0.8805759130592785,-1.764129638671875,-2.3077239990234375,0.8916273776930714
24,95,125,0.8863992546887891,-1.9063034057617188,-1.27301025390625,0.9394728556365592
25,93,122,0.8813883282293986,-1.28399658203125,-2.7099761962890625,0.8650164253708805
26,112,126,0.8002149586630595,-4.498893737792969,-1.4351882934570312,0.8262142933995203
27,93,123,0.8810414029132292,-1.3661422729492188,-2.6920166015625,0.8498749198203976
28,95,121,0.8210887232496784,-2.3913345336914062,-2.46044921875,0.8412399115290983
29,93,124,0.8519647643059592,-2.6474609375,-2.1715545654296875,0.8383100822168492
30,108,124,0.8301227629716726,-3.9437103271484375,-1.24005126953125,0.8676468495570345
31,93,122,0.8394823500105926,-2.6979598999023438,-2.235870361328125,0.8711540746619327
32,97,119,0.8591566849496769,-2.764892578125,-0.5034942626953125,0.9499590818276202
33,94,124,0.8655230656950335,-1.64202880859375,-3.2739105224609375,0.8629731409096382
34,106,125,0.8386481471402797,-3.4836196899414062,-2.2042083740234375,0.906746247619234
35,94,124,0.870300756246878,-1.6675872802734375,-2.9657745361328125,0.9054424198379646
36,95,122,0.817961264508408,-2.43194580078125,-2.846832275390625,0.9052428525378444
37,95,125,0.8705405923511933,-1.505584716796875,-3.4295501708984375,0.8862582106984924
38,126,130,0.7765964689989131,-5.017784118652344,-2.6058807373046875,0.8272934267445717
39,94,123,0.8633683390749107,-1.347930908203125,-3.6543426513671875,0.9184413102258815
40,94,123,0.937938589105708,-0.67236328125,-2.0669097900390625,0.9527132715678017
41,206,288,0.8547418055640263,-1.0322418212890625,-6.00567626953125,1.1559441702191735
42,239,298,0.9053022974934956,-6.9000244140625,-2.677520751953125,1.2319756637325068
43,206,291,0.8736962844619229,-0.616912841796875,-5.850433349609375,1.2019660505420964
44,232,301,0.86993448157609,-2.975189208984375,-2.443389892578125,1.393149976965929
45,310,401,1.1456081858811016,-1.0466461181640625,9.180450439453125,1.6139284075263882
46,337,405,1.164106895660914,1.4030914306640625,4.821624755859375,1.5339958213932647
47,310,400,1.141538345814058,-0.948272705078125,9.261077880859375,1.622171049732987
48,327,403,1.177919098752109,0.8396148681640625,3.97991943359375,1.7720142226491171
49,210,286,0.9588247204092135,2.580108642578125,-5.879180908203125,0.9623359340007692
50,235,297,0.8629493380598336,-2.42840576171875,-2.472900390625,1.0440793843761171
51,206,288,0.8514797858213375,-0.593780517578125,-4.976348876953125,1.026289891467998
52,216,294,0.8981794820415637,-1.0185699462890625,-1.514984130859375,1.0383622008673472
53,327,459,1.0672696406580655,-9.000762939453125,9.70703125,1.5061296850045294
54,385,486,1.3852645561213195,-12.202163696289062,20.689163208007812,1.9160044334576085
55,326,458,0.9642352739327145,-7.9969329833984375,5.322265625,1.4969905882049823
56,341,473,1.0273442755995066,-7.318756103515625,16.094696044921875,1.8530258176896197
57,302,410,1.3854281373795838,3.24224853515625,15.1343994140625,1.4051496871072682
58,338,454,1.2367167942075987,-2.1868896484375,18.76446533203125,1.3570188411431132
59,301,407,1.4794462774575998,5.8276519775390625,14.76898193359375,1.4978811216855266
60,304,411,1.396342694464819,2.9967803955078125,14.250823974609375,1.5536571677316422
61,310,409,1.3008696930139272,5.821502685546875,8.8489990234375,1.5276981129522806
62,386,476,1.3372450003855343,-12.990768432617188,28.007598876953125,1.5592481568190382
63,311,414,1.3028137987437955,6.8808135986328125,6.2213134765625,1.529059852065718
64,339,452,1.1114034746054897,-2.745147705078125,7.85003662109375,1.8624961221088643
65,288,399,0.9266204286062328,0.323028564453125,-7.332611083984375,1.5563946166521514
66,354,435,1.0621974781284433,-6.7947235107421875,-5.7171173095703125,1.9860996268498494
67,287,395,0.9242281793624295,1.96710205078125,-8.9677734375,1.6387843934408255
68,318,390,0.9843577474473872,-1.754852294921875,0.577972412109375,1.4893645556519512
69,298,404,0.8770274495137816,-7.4735107421875,-0.720428466796875,1.475159965532658
70,334,437,0.9650148320678218,-8.467010498046875,-1.7547607421875,1.8165802128343906
71,299,408,1.010568947237121,-5.4799957275390625,5.1510009765625,1.5006771929082285
72,327,430,1.0209132547044553,-2.4648284912109375,-7.3639678955078125,2.396459637627788
73,280,401,0.9560335739875095,2.1543731689453125,-6.767333984375,1.7327721138053251
74,366,451,1.1668004496867206,-20.331207275390625,17.14111328125,2.3951973265877986
75,277,397,0.9490307728613868,2.120086669921875,-6.82806396484375,1.7205272631596196
76,289,411,0.9610636806857233,-3.057464599609375,0.44384765625,1.5980217199644506
77,245,331,0.9144529753294871,-4.831146240234375,4.857391357421875,1.5269897943799968
78,242,327,0.8561522810140479,-7.1559906005859375,0.802093505859375,1.3620406037283903
79,236,329,0.8812227251901232,-4.205169677734375,1.041107177734375,1.4252819590055141
80,254,325,0.9226349157933724,-5.642303466796875,6.413787841796875,1.2707243240026924
81,115,156,0.871481050242454,-1.0307159423828125,-1.4735565185546875,1.0102247022930184
82,148,165,0.8820605616551398,-2.78369140625,-2.6673583984375,0.9709573126211481
83,116,157,0.8650116885783125,-1.228240966796875,-2.0722198486328125,0.9471469705650125
84,130,159,0.8711795983206722,-2.0158462524414062,-3.734344482421875,0.8215071961456681
85,120,166,0.9630962183405651,-2.4610366821289062,1.3852081298828125,0.8760945734581437
86,133,166,1.0221998212811831,-2.74090576171875,2.451507568359375,0.9008446068698442
87,118,164,0.9303878739675381,-2.16754150390625,0.6375579833984375,0.9033073570233198
88,134,165,0.9111262790747578,-3.410247802734375,0.370635986328125,0.7603524712823578
89,116,159,0.9007471945547677,-2.1823272705078125,-0.1966552734375,0.8966992394953665
90,120,160,0.9615002352429723,-0.991851806640625,-1.0284271240234375,0.9026182459519779
91,116,159,0.8928013225565157,-1.7089920043945312,-0.9311370849609375,0.9005445783655595
92,128,163,0.9170631349964902,-2.5044097900390625,-0.77239990234375,1.0582838091585558
93,120,163,0.847941342463427,-3.30810546875,-0.5179901123046875,0.8998191180075732
94,124,167,0.8243086971964582,-4.5689239501953125,-0.6888580322265625,0.920764411394781
95,118,165,0.8603323975273125,-3.14935302734375,-0.4649200439453125,0.9118295699230691
96,133,165,0.852841637747012,-3.8621902465820312,-0.619964599609375,0.7388612651489445
97,119,165,0.8867644784031838,-1.3728103637695312,-1.3891448974609375,0.9319416724021314
98,149,169,0.9160535943964713,-2.5256729125976562,-2.23883056640625,0.832496431696056
99,119,165,0.8807958884749791,-1.3856201171875,-1.5355377197265625,0.9513991545610817
100,134,166,0.859274134331122,-3.5635147094726562,-2.768218994140625,0.8288299739669797
101,119,162,0.860694564060996,-2.3799209594726562,-0.792083740234375,0.9994995343794479
102,146,176,1.2624580934334233,-3.177459716796875,11.410415649414062,1.0325087512602664
103,118,161,0.8464269694407901,-2.1702957153320312,-1.385284423828125,1.0340254881435602
104,123,162,0.8722222794380057,-3.36456298828125,-0.6295013427734375,0.9633613153970845
105,118,160,0.88182240491406,-1.755615234375,-1.17236328125,0.9426069390939433
106,153,170,0.9560688282370263,-2.7206802368164062,0.38470458984375,0.8807151930559375
107,118,161,0.8816009612459694,-1.8997268676757812,-0.8529815673828125,0.9509239760457217
108,127,159,0.8833259281509123,-2.9962997436523438,-1.4373931884765625,0.873932878266246
109,115,158,0.8716969427105102,-1.268707275390625,-1.1508331298828125,1.049903745615847
110,154,166,0.9313724874078617,-2.3225173950195312,-1.29302978515625,0.9601953691290982
111,116,158,0.874069955866905,-1.0148468017578125,-1.970489501953125,1.0055077966059418
112,136,165,0.8982742367114838,-0.9305496215820312,-1.992584228515625,1.0991958366500711
113,113,156,0.8411228502564289,-2.4995498657226562,-0.825347900390625,0.9729720555957463
114,121,161,0.8561360709277843,-2.06878662109375,-2.83245849609375,0.9976626414182648
115,114,158,0.852548346321122,-1.744415283203125,-1.485015869140625,0.9202059661573524
116,129,159,0.8206087399054384,-3.0227432250976562,-3.6373748779296875,0.8791441299839008
117,113,158,0.8874820112117568,-1.177520751953125,-0.8541717529296875,0.9464676367679842
118,131,160,0.9458994240924733,-1.9156341552734375,-1.050384521484375,0.9749074230460941
119,114,158,0.88792731934617,-1.4847030639648438,-1.050445556640625,0.9329819770980945
120,123,160,0.8668589413539857,-2.6276473999023438,-1.09588623046875,0.9875973642182243
121,90,124,1.0375685209866474,-0.9063262939453125,0.4527587890625,0.766366711322398
122,109,153,1.066900940480716,-0.1917572021484375,1.949493408203125,1.2626080680837177
123,110,154,1.070840770506211,-0.9022598266601562,3.1767730712890625,1.3145388377013691
124,106,148,1.2815202270249944,0.6277923583984375,4.1093292236328125,1.1504030659554498
125,110,153,1.1405154851473498,-0.6258087158203125,2.3890228271484375,1.2984315557552237
126,108,151,1.160999981252695,-0.5566177368164062,3.2805023193359375,1.3169218831598424
127,93,128,1.1820328622183771,-2.45965576171875,4.126434326171875,0.9825139275441731
128,89,120,1.159072283054101,-0.3120269775390625,3.30828857421875,1.017092264843238
129,88,120,1.216877944555199,-0.3809051513671875,4.57867431640625,0.9532584953273638
130,90,122,1.2253218233698828,-1.072113037109375,3.4461669921875,1.006600137938699
131,88,122,1.097711617146902,-1.9580612182617188,2.5721282958984375,0.9429683543614948
132,90,125,1.0727032317748055,-1.6458282470703125,2.42724609375,0.7662261317212832
133,91,127,1.0997290440605423,-1.7683181762695312,2.0009765625,1.0549018203200187
134,96,136,1.0523164302203214,-2.101226806640625,2.4077301025390625,1.2302785998399821
135,99,138,1.0638294438526839,-2.6810760498046875,3.80560302734375,1.0755416913618732
136,93,128,1.1214044943436652,-3.6685943603515625,4.612396240234375,0.9093191623092989
137,94,125,1.0977484230494499,-2.789459228515625,3.35333251953125,0.8926635007975648
138,94,128,1.2041569961706222,-2.028411865234375,5.173614501953125,0.8996382076433647
139,91,125,1.2937237991675727,0.3425140380859375,4.89202880859375,0.8344410970699876
140,95,137,1.0804330831349835,-3.0347213745117188,5.858856201171875,0.972029512083881
141,102,141,1.174980154968007,-2.308013916015625,4.5180816650390625,1.1761691304482995
142,100,143,1.144606102103886,-0.7162399291992188,4.036041259765625,1.2589580658964485
143,107,146,1.108596152364042,-2.1784591674804688,3.833587646484375,1.1832215309619822
144,102,147,1.1271433136040656,-1.7910003662109375,4.5657501220703125,1.1063610937153494
145,102,148,1.1338269463584343,-1.9065170288085938,4.536468505859375,1.2016166758350386
146,103,144,1.079441225665325,-1.106689453125,2.4341888427734375,1.2795572281147019
147,102,141,1.136484945366643,-1.5336837768554688,3.620208740234375,1.5199901492282302
148,91,125,1.0688461203565636,-1.1922988891601562,4.1534423828125,1.2757894072023073
149,88,123,1.1149327991121394,-0.9188613891601562,4.2192840576171875,1.0972776084727962
150,88,121,1.0556968664322774,-0.9066925048828125,3.2845001220703125,1.3280764900475128
151,88,121,1.081042311252523,-1.0773544311523438,3.7423095703125,1.0460192835161286
152,86,118,0.9908389159043766,-1.786865234375,2.73382568359375,0.9224158675820952
153,86,118,1.1801951932519774,-0.795623779296875,3.64453125,1.0598576705837655
154,107,146,1.045751543051529,-2.2611770629882812,3.2290802001953125,1.30482903968792
155,88,117,1.0979029391504347,-0.3892822265625,1.4002227783203125,0.7724219572467617
156,87,118,1.1168953681022933,-0.776885986328125,2.58245849609375,0.8334813704566559
157,93,130,1.0985425654589311,-2.0646896362304688,3.2864227294921875,1.1294300495118974
158,94,131,1.1290631701058107,0.00862884521484375,1.3633270263671875,1.1748346993085717
159,103,143,1.164710849214171,-0.5784072875976562,3.105865478515625,1.158356356500768
160,97,136,1.154525503809198,-1.2887802124023438,2.4132232666015625,1.1005924155733227
